funded_amnt,installment,grade,sub_grade,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,last_pymnt_amnt,last_fico_range_high,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_il_tl,num_op_rev_tl,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,target,term_36months,initial_list_status_w,individual,hardhship,employed_over_10yrs,emp_years,interest_rate,revolving_util,issue_date_month,issue_date_year,years_since_earliest_cr_line
12000.0,264.1,B,B5,MORTGAGE,78000.0,2015-08-01,Fully Paid,debt_consolidation,CA,15.43,0.0,1999-08-01,709.0,1.0,13.0,0.0,7748.0,24.0,14359.2086629947,14359.21,12000.0,2359.21,0.0,0.0,8517.39,749.0,0.0,0.0,0.0,378556.0,19900.0,5.0,29120.0,6321.0,36.2,0.0,0.0,132.0,192.0,8.0,8.0,1.0,8.0,0.0,0.0,3.0,6.0,9.0,10.0,6.0,13.0,0.0,0.0,0.0,1.0,95.8,25.0,0.0,0.0,404156.0,47397.0,9900.0,45826.0,0,1,1,1,0,0,7.0,11.53,38.9,8,2015,16.0
14500.0,479.33,B,B4,RENT,90000.0,2014-10-01,Fully Paid,debt_consolidation,TX,34.15,1.0,2003-06-01,694.0,1.0,7.0,0.0,11933.0,30.0,17257.479966439,17257.48,14500.0,2757.48,0.0,0.0,479.12,719.0,0.0,0.0,0.0,41019.0,47100.0,2.0,5860.0,35167.0,25.3,0.0,0.0,135.0,130.0,23.0,22.0,2.0,23.0,0.0,1.0,3.0,3.0,11.0,4.0,3.0,7.0,0.0,0.0,1.0,0.0,96.7,25.0,0.0,0.0,136843.0,41019.0,47100.0,89743.0,0,1,0,1,0,0,9.0,11.67,25.3,10,2014,11.0
12000.0,287.0,C,C2,MORTGAGE,53350.0,2019-12-01,Fully Paid,credit_card,FL,28.79,0.0,2005-01-01,739.0,0.0,13.0,0.0,6383.0,21.0,12122.0414966667,12122.04,12000.0,122.04,0.0,0.0,12137.28,714.0,0.0,0.0,0.0,129959.0,35800.0,7.0,10830.0,23010.0,16.3,0.0,0.0,145.0,179.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,6.0,9.0,9.0,6.0,13.0,0.0,0.0,0.0,4.0,90.0,0.0,0.0,0.0,178987.0,70857.0,27500.0,70381.0,0,1,1,1,0,0,,15.24,17.8,12,2019,14.0
15000.0,461.18,A,A3,MORTGAGE,130000.0,2018-04-01,Fully Paid,debt_consolidation,VA,14.91,0.0,2008-12-01,704.0,0.0,18.0,1.0,17876.0,25.0,16158.9485652318,16158.95,15000.0,1158.95,0.0,0.0,8768.88,729.0,0.0,0.0,0.0,470243.0,42400.0,6.0,26125.0,12315.0,35.9,0.0,0.0,93.0,112.0,5.0,5.0,1.0,40.0,11.0,0.0,7.0,12.0,9.0,13.0,12.0,18.0,0.0,0.0,0.0,4.0,100.0,0.0,1.0,0.0,512767.0,117226.0,19200.0,111979.0,0,1,1,1,0,1,10.0,6.71,42.2,4,2018,10.0
35000.0,1213.12,C,C4,MORTGAGE,36000.0,2017-03-01,Fully Paid,debt_consolidation,FL,37.11,1.0,1986-05-01,669.0,0.0,18.0,0.0,33101.0,32.0,40704.6134814011,40704.61,35000.0,5704.61,0.0,0.0,23750.08,714.0,0.0,0.0,0.0,219656.0,115300.0,10.0,12921.0,59751.0,35.2,0.0,0.0,127.0,370.0,4.0,4.0,3.0,9.0,17.0,0.0,6.0,7.0,2.0,17.0,8.0,18.0,0.0,0.0,0.0,5.0,96.9,22.2,0.0,0.0,308471.0,33101.0,92200.0,0.0,0,1,0,0,0,0,,14.99,28.7,3,2017,31.0
8000.0,259.69,B,B3,OWN,50000.0,2018-04-01,Current,home_improvement,PA,39.63,0.0,2003-04-01,689.0,0.0,12.0,1.0,13689.0,24.0,6487.62,6487.62,5275.92,1211.7,0.0,0.0,259.69,794.0,0.0,0.0,0.0,57272.0,50200.0,5.0,4773.0,26314.0,21.7,0.0,0.0,96.0,179.0,10.0,7.0,0.0,23.0,7.0,0.0,2.0,5.0,11.0,10.0,5.0,12.0,0.0,0.0,0.0,3.0,100.0,0.0,1.0,0.0,101096.0,57272.0,33600.0,50896.0,0,1,1,1,0,1,10.0,10.41,27.3,4,2018,15.0
10000.0,327.68,B,B3,RENT,90000.0,2018-08-01,Fully Paid,credit_card,WA,20.39,0.0,2003-10-01,689.0,0.0,11.0,0.0,8962.0,27.0,10986.6403579772,10986.64,10000.0,986.64,0.0,0.0,7388.3,659.0,0.0,0.0,0.0,81121.0,28100.0,7.0,7375.0,10638.0,45.7,0.0,0.0,178.0,154.0,12.0,1.0,1.0,12.0,1.0,1.0,3.0,3.0,10.0,8.0,3.0,11.0,0.0,0.0,0.0,4.0,96.3,40.0,0.0,0.0,105134.0,81121.0,19600.0,77034.0,0,1,1,1,0,0,1.0,11.06,31.9,8,2018,15.0
22075.0,550.88,C,C5,MORTGAGE,80000.0,2019-03-01,Current,credit_card,FL,23.58,0.0,1999-08-01,674.0,3.0,16.0,1.0,23703.0,22.0,7140.36,7140.36,3264.49,3875.87,0.0,0.0,550.88,659.0,0.0,0.0,0.0,256855.0,28610.0,2.0,16053.0,2375.0,97.0,0.0,0.0,235.0,75.0,22.0,9.0,1.0,22.0,5.0,0.0,2.0,13.0,7.0,13.0,12.0,16.0,,0.0,0.0,1.0,100.0,100.0,1.0,0.0,283569.0,59342.0,4750.0,49239.0,0,1,1,1,0,0,6.0,17.19,83.0,3,2019,20.0
12000.0,393.67,B,B2,MORTGAGE,45500.0,2013-05-01,Fully Paid,debt_consolidation,MO,18.12,0.0,2001-06-01,709.0,1.0,8.0,0.0,15478.0,25.0,13337.1877832525,13337.19,12000.0,1337.19,0.0,0.0,6825.81,789.0,0.0,0.0,0.0,116040.0,22100.0,3.0,16577.0,6422.0,70.7,0.0,0.0,145.0,145.0,5.0,5.0,2.0,5.0,5.0,0.0,3.0,3.0,10.0,5.0,3.0,8.0,0.0,0.0,0.0,1.0,100.0,66.7,0.0,0.0,146170.0,41394.0,21900.0,40570.0,0,1,1,1,0,0,6.0,11.14,70.0,5,2013,12.0
21000.0,644.64,E,E5,RENT,50000.0,2018-09-01,Current,debt_consolidation,CT,22.85,0.0,2011-03-01,674.0,0.0,5.0,1.0,21648.0,5.0,12860.98,12860.98,4179.96,8681.02,0.0,0.0,644.64,694.0,0.0,0.0,0.0,34613.0,31600.0,1.0,6923.0,9952.0,68.5,0.0,0.0,13.0,90.0,55.0,13.0,0.0,55.0,14.0,0.0,4.0,4.0,1.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,100.0,25.0,1.0,0.0,47984.0,34613.0,31600.0,16384.0,0,1,1,1,0,0,4.0,27.27,68.5,9,2018,7.0
3000.0,98.78,B,B3,OWN,35000.0,2017-04-01,Fully Paid,debt_consolidation,AR,11.56,0.0,1990-09-01,689.0,1.0,17.0,1.0,10640.0,30.0,3491.6592845331,3491.66,3000.0,491.66,0.0,0.0,33.82,719.0,0.0,0.0,0.0,139091.0,41900.0,10.0,8693.0,27216.0,27.6,0.0,0.0,75.0,319.0,2.0,2.0,2.0,2.0,3.0,0.0,7.0,9.0,5.0,14.0,9.0,17.0,0.0,0.0,0.0,9.0,100.0,10.0,1.0,0.0,172374.0,24192.0,37600.0,13630.0,0,1,0,1,0,0,1.0,11.39,25.4,4,2017,27.0
10000.0,334.16,B,B4,RENT,40000.0,2011-12-01,Fully Paid,debt_consolidation,NY,8.55,0.0,1986-02-01,689.0,0.0,10.0,0.0,9500.0,16.0,11749.7762498096,11749.78,10000.0,1749.78,0.0,0.0,68.88,699.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0,1,0,1,0,0,0.0,12.42,75.4,12,2011,25.0
12375.0,444.73,D,D2,MORTGAGE,47000.0,2014-01-01,Fully Paid,debt_consolidation,AR,22.8,0.0,1990-02-01,679.0,1.0,12.0,2.0,10501.0,17.0,15762.86,15762.86,12375.0,3387.86,0.0,0.0,4199.88,774.0,1.0,0.0,50.0,153735.0,17400.0,5.0,12811.0,1182.0,80.6,0.0,0.0,146.0,101.0,0.0,0.0,2.0,65.0,0.0,0.0,3.0,10.0,2.0,10.0,10.0,12.0,0.0,0.0,0.0,3.0,88.2,66.7,1.0,1.0,173684.0,23129.0,6100.0,23239.0,0,1,1,1,0,0,6.0,17.57,60.4,1,2014,24.0
7000.0,216.53,A,A3,MORTGAGE,80000.0,2014-10-01,Fully Paid,debt_consolidation,KS,11.4,7.0,1984-06-01,684.0,0.0,8.0,0.0,9065.0,22.0,7792.067840589,7792.07,7000.0,792.07,0.0,0.0,216.29,674.0,0.0,0.0,70.0,164079.0,12700.0,1.0,20510.0,1358.0,84.2,0.0,0.0,287.0,364.0,47.0,14.0,4.0,62.0,14.0,0.0,4.0,5.0,6.0,6.0,5.0,8.0,0.0,0.0,0.0,0.0,59.1,50.0,0.0,0.0,186166.0,28422.0,8600.0,22066.0,0,1,1,1,0,0,1.0,7.12,71.4,10,2014,30.0
16000.0,323.59,A,A5,RENT,74000.0,2015-04-01,Fully Paid,credit_card,NY,15.68,0.0,1999-05-01,694.0,0.0,10.0,0.0,28546.0,48.0,19088.175395913,19088.18,16000.0,3088.18,0.0,0.0,28.8,774.0,0.0,0.0,0.0,502705.0,43700.0,0.0,55856.0,14154.0,66.9,0.0,0.0,135.0,190.0,37.0,37.0,0.0,48.0,,0.0,5.0,5.0,38.0,8.0,5.0,9.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,413793.0,502705.0,42700.0,370093.0,0,1,1,1,0,0,3.0,7.89,65.3,4,2015,16.0
24000.0,790.74,B,B4,MORTGAGE,155000.0,2017-04-01,Fully Paid,small_business,PA,29.09,0.0,1986-05-01,749.0,1.0,15.0,0.0,56549.0,28.0,28451.37,28451.37,24000.0,4451.37,0.0,0.0,790.72,699.0,0.0,0.0,0.0,139399.0,112000.0,6.0,9293.0,55451.0,29.2,0.0,0.0,131.0,343.0,3.0,3.0,2.0,3.0,3.0,0.0,4.0,4.0,17.0,4.0,4.0,15.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,251904.0,129678.0,112000.0,127904.0,0,1,1,1,0,1,10.0,11.44,29.2,4,2017,31.0
6000.0,197.83,B,B5,MORTGAGE,60000.0,2016-08-01,Fully Paid,debt_consolidation,CA,4.84,0.0,1996-11-01,669.0,0.0,5.0,3.0,6004.0,7.0,6630.3623720658,6630.36,6000.0,630.36,0.0,0.0,4458.06,714.0,1.0,0.0,125.0,135609.0,11000.0,1.0,27122.0,201.0,96.1,0.0,0.0,,236.0,27.0,11.0,1.0,27.0,7.0,0.0,2.0,4.0,0.0,4.0,4.0,5.0,0.0,0.0,0.0,1.0,100.0,100.0,1.0,2.0,142572.0,6004.0,5200.0,0.0,0,1,0,1,0,1,10.0,11.49,54.6,8,2016,20.0
3850.0,119.87,A,A3,RENT,54000.0,2019-07-01,Current,credit_card,PA,15.09,0.0,2014-03-01,759.0,0.0,5.0,0.0,3343.0,7.0,1377.08,1377.08,1173.15,203.93,0.0,0.0,119.87,809.0,0.0,0.0,0.0,30499.0,24000.0,2.0,6100.0,13559.0,12.5,0.0,0.0,49.0,63.0,10.0,10.0,0.0,31.0,12.0,0.0,2.0,3.0,2.0,4.0,3.0,5.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,56791.0,30499.0,15500.0,32791.0,0,1,1,1,0,0,1.0,7.56,13.9,7,2019,5.0
10800.0,364.32,B,B5,RENT,80000.0,2020-01-01,Current,credit_card,NY,2.75,2.0,1993-08-01,674.0,1.0,6.0,0.0,3926.0,8.0,2906.71,2906.71,2466.8,439.91,0.0,0.0,364.32,664.0,0.0,0.0,0.0,3926.0,9500.0,1.0,654.0,5574.0,41.3,0.0,0.0,317.0,53.0,9.0,9.0,0.0,9.0,4.0,0.0,5.0,5.0,2.0,6.0,5.0,6.0,0.0,0.0,0.0,1.0,75.0,16.7,0.0,0.0,9500.0,3926.0,9500.0,0.0,0,1,1,1,0,1,10.0,13.08,41.3,1,2020,27.0
10625.0,231.12,B,B2,MORTGAGE,64000.0,2019-09-01,Current,debt_consolidation,CA,2.31,0.0,1984-12-01,694.0,0.0,8.0,0.0,5701.0,34.0,1604.83,1604.83,950.74,654.09,0.0,0.0,0.0,694.0,0.0,0.0,0.0,166236.0,17500.0,3.0,20780.0,9037.0,35.9,0.0,0.0,159.0,417.0,1.0,1.0,4.0,1.0,11.0,1.0,3.0,4.0,12.0,7.0,4.0,8.0,0.0,0.0,0.0,3.0,85.3,25.0,0.0,0.0,182500.0,5701.0,14100.0,0.0,0,1,1,1,0,1,10.0,11.02,32.6,9,2019,35.0
17000.0,597.84,C,C5,RENT,70000.0,2017-09-01,Fully Paid,debt_consolidation,TX,23.7,0.0,2006-08-01,679.0,1.0,11.0,0.0,3196.0,41.0,21036.1153622134,21036.12,17000.0,4036.12,0.0,0.0,6703.09,729.0,0.0,0.0,7430.0,95268.0,13300.0,11.0,8661.0,6504.0,32.9,0.0,0.0,133.0,130.0,30.0,4.0,0.0,30.0,2.0,5.0,2.0,2.0,31.0,5.0,2.0,11.0,0.0,0.0,0.0,4.0,82.9,0.0,0.0,0.0,111168.0,95268.0,9700.0,97868.0,0,1,1,0,0,0,0.0,16.02,24.0,9,2017,11.0
12000.0,373.61,A,A3,RENT,52000.0,2019-04-01,Current,credit_card,CT,9.65,10.0,2005-03-01,689.0,0.0,10.0,0.0,7674.0,32.0,5051.89,5051.89,4247.88,804.01,0.0,0.0,373.61,714.0,0.0,0.0,0.0,15114.0,15300.0,0.0,1511.0,622.0,90.9,0.0,0.0,169.0,157.0,28.0,28.0,0.0,28.0,,1.0,3.0,5.0,16.0,9.0,5.0,10.0,0.0,0.0,2.0,0.0,67.7,100.0,0.0,0.0,56444.0,15114.0,6800.0,41144.0,0,1,1,1,0,1,10.0,7.56,50.2,4,2019,14.0
19125.0,435.94,B,B5,RENT,90000.0,2019-07-01,Fully Paid,credit_card,MI,31.89,0.0,2004-11-01,714.0,0.0,20.0,0.0,44832.0,34.0,20685.77,20685.77,19125.0,1560.77,0.0,0.0,16776.21,659.0,0.0,0.0,0.0,107552.0,100800.0,5.0,5378.0,35905.0,49.6,0.0,0.0,141.0,176.0,4.0,4.0,0.0,4.0,17.0,0.0,5.0,8.0,14.0,16.0,8.0,20.0,0.0,0.0,0.0,2.0,97.1,33.3,0.0,0.0,186651.0,107552.0,71200.0,85851.0,0,1,1,1,0,0,5.0,13.08,44.5,7,2019,15.0
2600.0,94.81,D,D1,MORTGAGE,108150.0,2019-09-01,Current,debt_consolidation,IL,14.48,0.0,1998-09-01,674.0,1.0,10.0,0.0,15863.0,34.0,660.98,660.98,399.53,261.45,0.0,0.0,0.0,679.0,0.0,0.0,4360.0,458509.0,21500.0,5.0,50945.0,5637.0,73.8,0.0,0.0,252.0,217.0,24.0,5.0,2.0,24.0,5.0,6.0,2.0,2.0,20.0,5.0,2.0,10.0,0.0,0.0,0.0,1.0,67.6,50.0,0.0,0.0,510717.0,105416.0,21500.0,74299.0,0,1,1,1,0,0,2.0,18.62,73.8,9,2019,21.0
15000.0,451.73,A,A1,RENT,72000.0,2015-05-01,Fully Paid,debt_consolidation,IL,15.37,0.0,2006-08-01,784.0,1.0,17.0,0.0,3007.0,31.0,16300.0437799899,16300.04,15000.0,1254.86,45.18000054,0.0,3.66,764.0,0.0,0.0,0.0,67067.0,17000.0,1.0,3945.0,13993.0,17.7,0.0,0.0,105.0,83.0,17.0,17.0,0.0,17.0,4.0,0.0,1.0,1.0,28.0,2.0,1.0,17.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,95366.0,67067.0,17000.0,78366.0,0,1,0,1,0,0,4.0,5.32,17.7,5,2015,9.0
10000.0,326.49,A,A5,MORTGAGE,160000.0,2020-06-01,Current,moving,OR,12.73,1.0,2006-02-01,734.0,2.0,17.0,0.0,36254.0,24.0,1299.95,1299.95,958.28,341.67,0.0,0.0,326.49,699.0,0.0,0.0,0.0,332652.0,90800.0,4.0,20791.0,48952.0,38.7,0.0,0.0,169.0,172.0,4.0,4.0,4.0,4.0,4.0,0.0,5.0,6.0,3.0,14.0,6.0,17.0,0.0,0.0,0.0,3.0,95.8,27.3,0.0,0.0,415950.0,60212.0,79900.0,50150.0,0,1,1,1,0,1,10.0,10.81,39.9,6,2020,14.0
20000.0,640.1,B,B1,MORTGAGE,120000.0,2018-01-01,Fully Paid,credit_card,CA,8.14,0.0,2003-01-01,664.0,0.0,6.0,1.0,20258.0,14.0,21697.4656515112,21697.47,20000.0,1697.47,0.0,0.0,14677.35,744.0,0.0,0.0,0.0,25425.0,26300.0,1.0,5085.0,4245.0,82.6,0.0,0.0,177.0,180.0,56.0,7.0,0.0,58.0,0.0,0.0,3.0,4.0,7.0,5.0,4.0,5.0,0.0,0.0,0.0,1.0,100.0,66.7,1.0,0.0,33212.0,25425.0,24400.0,6912.0,0,1,1,1,0,1,10.0,9.44,77.0,1,2018,15.0
15000.0,459.47,A,A1,MORTGAGE,120000.0,2019-01-01,Current,credit_card,CA,9.76,0.0,2003-08-01,714.0,0.0,6.0,1.0,15647.0,12.0,6881.28,6881.28,5901.82,979.46,0.0,0.0,0.0,709.0,0.0,0.0,0.0,26809.0,32800.0,2.0,4468.0,6175.0,68.3,0.0,0.0,185.0,94.0,4.0,4.0,0.0,68.0,,0.0,3.0,5.0,3.0,5.0,5.0,6.0,0.0,0.0,0.0,2.0,100.0,33.3,1.0,0.0,59895.0,26809.0,19500.0,27095.0,0,1,1,1,0,1,10.0,6.46,47.7,1,2019,16.0
17500.0,552.11,A,A1,MORTGAGE,64000.0,2020-08-01,Current,home_improvement,NM,0.98,0.0,1998-07-01,824.0,0.0,9.0,0.0,228.0,16.0,1707.77,1707.77,1462.26,245.51,0.0,0.0,552.11,814.0,0.0,0.0,0.0,5556.0,54400.0,1.0,617.0,54172.0,0.4,0.0,0.0,95.0,265.0,33.0,15.0,2.0,33.0,15.0,0.0,2.0,2.0,2.0,7.0,2.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60970.0,5556.0,54400.0,6500.0,0,1,0,1,0,1,10.0,8.46,0.4,8,2020,22.0
20000.0,673.79,C,C2,RENT,95000.0,2014-11-01,Fully Paid,credit_card,CA,28.5,0.0,2004-07-01,674.0,1.0,10.0,0.0,13098.0,17.0,23665.1800000396,23665.18,20000.0,3665.18,0.0,0.0,8815.32,649.0,0.0,0.0,0.0,65244.0,19000.0,5.0,6524.0,781.0,93.1,0.0,0.0,105.0,124.0,4.0,4.0,0.0,17.0,4.0,0.0,4.0,6.0,9.0,6.0,6.0,10.0,0.0,0.0,0.0,3.0,87.5,75.0,0.0,0.0,102582.0,65244.0,11300.0,83582.0,0,1,0,1,0,0,5.0,12.99,68.9,11,2014,10.0
10000.0,234.25,C,C1,RENT,34000.0,2019-08-01,Current,debt_consolidation,MA,13.46,0.0,1976-09-01,669.0,0.0,7.0,0.0,9318.0,15.0,2100.31,2100.31,1052.67,1047.64,0.0,0.0,234.25,754.0,0.0,0.0,0.0,9318.0,16100.0,0.0,1331.0,2837.0,69.8,0.0,0.0,136.0,515.0,26.0,26.0,0.0,26.0,,2.0,4.0,6.0,3.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,80.0,50.0,0.0,0.0,16100.0,9318.0,9400.0,0.0,0,1,1,1,0,0,,14.3,57.9,8,2019,43.0
40000.0,1238.93,A,A3,MORTGAGE,143000.0,2018-10-01,Current,credit_card,TX,16.67,0.0,2008-01-01,699.0,1.0,13.0,0.0,94243.0,29.0,23459.57,23459.57,20029.36,3430.21,0.0,0.0,1238.93,574.0,0.0,0.0,0.0,360172.0,163000.0,7.0,27706.0,10071.0,81.2,0.0,0.0,66.0,129.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5.0,4.0,12.0,5.0,13.0,0.0,0.0,0.0,4.0,100.0,40.0,0.0,0.0,439480.0,94243.0,53600.0,0.0,0,1,1,1,0,0,4.0,7.21,54.2,10,2018,10.0
18000.0,576.51,B,B2,OWN,69325.0,2016-06-01,Fully Paid,debt_consolidation,NY,4.78,0.0,1979-02-01,789.0,0.0,10.0,0.0,13862.0,18.0,19182.564146133,19182.56,18000.0,1182.56,0.0,0.0,14579.97,764.0,0.0,0.0,0.0,199819.0,24000.0,1.0,24977.0,1493.0,25.3,0.0,0.0,144.0,448.0,22.0,22.0,2.0,36.0,,0.0,1.0,3.0,1.0,9.0,3.0,10.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,234000.0,13862.0,2000.0,0.0,0,1,1,1,0,1,10.0,9.49,57.8,6,2016,37.0
8000.0,255.04,B,B2,RENT,40000.0,2015-10-01,Fully Paid,debt_consolidation,CO,11.37,2.0,2004-12-01,694.0,1.0,8.0,0.0,7153.0,24.0,9173.1044068255,9173.1,8000.0,1173.1,0.0,0.0,154.82,724.0,0.0,0.0,67.0,34757.0,18300.0,3.0,5793.0,10679.0,23.2,0.0,0.0,130.0,120.0,4.0,4.0,0.0,46.0,4.0,0.0,2.0,3.0,11.0,6.0,3.0,8.0,0.0,0.0,1.0,2.0,91.3,0.0,0.0,0.0,45797.0,34757.0,13900.0,27497.0,0,1,1,1,0,0,1.0,9.17,39.1,10,2015,11.0
30000.0,942.73,A,A4,RENT,75000.0,2019-12-01,Current,credit_card,CA,28.62,0.0,2004-10-01,724.0,0.0,11.0,0.0,32625.0,18.0,4700.0,4700.0,3740.61,959.39,0.0,0.0,942.73,804.0,0.0,0.0,0.0,43550.0,68300.0,2.0,4355.0,35675.0,47.8,0.0,0.0,139.0,181.0,10.0,10.0,0.0,10.0,23.0,0.0,5.0,5.0,8.0,8.0,5.0,11.0,0.0,0.0,0.0,1.0,100.0,14.3,0.0,0.0,104478.0,43550.0,68300.0,36178.0,0,1,1,1,0,0,0.0,8.19,47.8,12,2019,15.0
16575.0,615.32,D,D3,RENT,85000.0,2018-12-01,Fully Paid,home_improvement,CA,19.99,0.0,2005-12-01,694.0,1.0,10.0,0.0,16929.0,19.0,20350.420587932,20350.42,16575.0,3775.42,0.0,0.0,6638.96,704.0,2.0,0.0,224.0,489106.0,24000.0,4.0,48911.0,1861.0,82.6,0.0,0.0,79.0,156.0,13.0,10.0,1.0,93.0,1.0,0.0,1.0,2.0,9.0,6.0,2.0,10.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,538785.0,36802.0,10700.0,33661.0,0,1,1,1,0,0,0.0,19.92,73.0,12,2018,13.0
40000.0,826.66,A,A5,MORTGAGE,54000.0,2019-10-01,Fully Paid,credit_card,OR,12.4,0.0,2002-08-01,704.0,0.0,8.0,0.0,28225.0,16.0,41810.352093456,41810.35,40000.0,1810.35,0.0,0.0,37696.63,704.0,0.0,0.0,0.0,407985.0,52100.0,1.0,50998.0,21892.0,47.6,0.0,0.0,102.0,206.0,3.0,3.0,3.0,3.0,2.0,0.0,5.0,6.0,3.0,7.0,6.0,8.0,0.0,0.0,0.0,1.0,100.0,40.0,0.0,0.0,447100.0,28225.0,41800.0,0.0,0,1,1,0,0,0,,8.81,54.2,10,2019,17.0
19200.0,600.25,A,A4,MORTGAGE,93000.0,2018-10-01,Fully Paid,debt_consolidation,FL,32.1,0.0,2007-07-01,739.0,0.0,15.0,0.0,10666.0,23.0,20287.855739734,20287.86,19200.0,1087.86,0.0,0.0,80.65,714.0,0.0,0.0,805.0,312123.0,33500.0,4.0,20808.0,15834.0,40.2,0.0,0.0,134.0,110.0,15.0,10.0,2.0,15.0,15.0,0.0,3.0,3.0,14.0,5.0,3.0,15.0,0.0,0.0,0.0,1.0,94.7,25.0,0.0,0.0,370777.0,79471.0,26500.0,91026.0,0,1,1,0,0,0,2.0,7.84,31.8,10,2018,11.0
2000.0,65.54,B,B3,MORTGAGE,200000.0,2018-10-01,Current,home_improvement,MD,6.65,0.0,1999-07-01,719.0,0.0,12.0,0.0,8055.0,17.0,1309.57,1309.57,1042.19,267.38,0.0,0.0,65.54,704.0,0.0,0.0,0.0,446624.0,19400.0,4.0,37219.0,1204.0,81.5,0.0,0.0,231.0,206.0,13.0,11.0,3.0,32.0,12.0,0.0,2.0,5.0,3.0,8.0,5.0,12.0,0.0,0.0,0.0,1.0,58.8,50.0,0.0,0.0,488690.0,45072.0,6500.0,63104.0,0,1,1,1,0,0,3.0,11.06,41.5,10,2018,19.0
5000.0,161.18,B,B2,OWN,90000.0,2017-06-01,Current,debt_consolidation,AK,22.16,0.0,2002-08-01,714.0,0.0,7.0,0.0,65514.0,19.0,5638.54,5638.54,4840.48,798.06,0.0,0.0,161.18,764.0,0.0,0.0,0.0,127493.0,72400.0,8.0,18213.0,388.0,87.1,0.0,0.0,122.0,177.0,6.0,6.0,0.0,28.0,14.0,2.0,1.0,5.0,5.0,5.0,5.0,7.0,0.0,0.0,0.0,1.0,84.2,100.0,0.0,0.0,151064.0,127493.0,3000.0,78664.0,0,1,1,1,0,1,10.0,9.93,47.7,6,2017,15.0
6025.0,222.14,D,D3,RENT,90000.0,2018-05-01,Current,vacation,MA,9.49,0.0,2009-07-01,679.0,1.0,11.0,0.0,5440.0,19.0,5393.36,5393.36,3707.68,1685.68,0.0,0.0,222.14,674.0,0.0,0.0,0.0,20862.0,12200.0,9.0,1897.0,1420.0,74.2,0.0,0.0,28.0,106.0,3.0,3.0,0.0,3.0,1.0,5.0,4.0,8.0,2.0,10.0,8.0,11.0,0.0,0.0,0.0,6.0,76.5,25.0,0.0,0.0,31743.0,20862.0,5500.0,19543.0,0,1,1,1,0,1,10.0,19.42,44.6,5,2018,9.0
10000.0,217.53,B,B2,MORTGAGE,100000.0,2020-01-01,Current,debt_consolidation,PA,19.5,0.0,2003-02-01,704.0,0.0,8.0,0.0,1729.0,42.0,5864.0,5864.0,5675.53,188.47,0.0,0.0,217.53,664.0,1.0,0.0,367.0,337081.0,15500.0,6.0,48154.0,13771.0,11.2,0.0,0.0,166.0,203.0,14.0,2.0,5.0,26.0,0.0,0.0,2.0,2.0,22.0,4.0,2.0,8.0,0.0,0.0,0.0,2.0,95.2,0.0,0.0,0.0,362666.0,111299.0,15500.0,119166.0,0,1,1,1,0,1,10.0,11.02,11.2,1,2020,17.0
6000.0,186.61,A,A4,RENT,68000.0,2014-11-01,Fully Paid,credit_card,TX,8.51,0.0,1994-03-01,699.0,0.0,5.0,1.0,13561.0,13.0,6621.52,6621.52,6000.0,621.52,0.0,0.0,2522.34,499.0,0.0,0.0,0.0,22050.0,24400.0,1.0,4410.0,10839.0,55.6,0.0,0.0,9.0,248.0,32.0,9.0,2.0,32.0,9.0,0.0,2.0,2.0,1.0,4.0,2.0,5.0,0.0,0.0,0.0,1.0,100.0,0.0,1.0,0.0,33856.0,22050.0,24400.0,9456.0,0,1,1,1,0,0,3.0,7.49,55.6,11,2014,20.0
